insumo,dep,cultivo,tipo,mes,ha,usd,estructura
Abono orgánico,Cusco,choclo,transitorio,Abr,10.0,602.02,propia
Fertilizante,Cusco,choclo,transitorio,May,9.0,1774.93,propia
Fitosanitario,Cusco,choclo,transitorio,May,9.0,766.16,propia
Semilla,Cusco,choclo,transitorio,May,9.0,656.46,propia
Riego,Cusco,choclo,transitorio,May,9.0,15.92,propia
Abono orgánico,Cusco,choclo,transitorio,May,9.0,541.82,propia
Fertilizante,Huancavelica,choclo,transitorio,Ago,158.0,31159.95,propia
Fitosanitario,Huancavelica,choclo,transitorio,Ago,158.0,13450.28,propia
Semilla,Huancavelica,choclo,transitorio,Ago,158.0,11524.5,propia
Riego,Huancavelica,choclo,transitorio,Ago,158.0,279.43,propia
Abono orgánico,Huancavelica,choclo,transitorio,Ago,158.0,9511.87,propia
Fertilizante,Huancavelica,choclo,transitorio,Set,112.0,22088.07,propia
Fitosanitario,Huancavelica,choclo,transitorio,Set,112.0,9534.38,propia
Semilla,Huancavelica,choclo,transitorio,Set,112.0,8169.27,propia
Riego,Huancavelica,choclo,transitorio,Set,112.0,198.08,propia
Abono orgánico,Huancavelica,choclo,transitorio,Set,112.0,6742.59,propia
Fertilizante,Huancavelica,choclo,transitorio,Oct,171.0,33723.74,propia
Fitosanitario,Huancavelica,choclo,transitorio,Oct,171.0,14556.95,propia
Semilla,Huancavelica,choclo,transitorio,Oct,171.0,12472.72,propia
Riego,Huancavelica,choclo,transitorio,Oct,171.0,302.42,propia
Abono orgánico,Huancavelica,choclo,transitorio,Oct,171.0,10294.49,propia
Fertilizante,Huancavelica,choclo,transitorio,Nov,83.0,16368.83,propia
Fitosanitario,Huancavelica,choclo,transitorio,Nov,83.0,7065.66,propia
Semilla,Huancavelica,choclo,transitorio,Nov,83.0,6054.01,propia
Riego,Huancavelica,choclo,transitorio,Nov,83.0,146.79,propia
Abono orgánico,Huancavelica,choclo,transitorio,Nov,83.0,4996.74,propia
Fertilizante,Huancavelica,choclo,transitorio,Dic,46.0,9071.88,propia
Fitosanitario,Huancavelica,choclo,transitorio,Dic,46.0,3915.91,propia
Semilla,Huancavelica,choclo,transitorio,Dic,46.0,3355.23,propia
Riego,Huancavelica,choclo,transitorio,Dic,46.0,81.35,propia
Abono orgánico,Huancavelica,choclo,transitorio,Dic,46.0,2769.28,propia
Fertilizante,Huancavelica,choclo,transitorio,Ene,32.0,6310.88,propia
Fitosanitario,Huancavelica,choclo,transitorio,Ene,32.0,2724.11,propia
Semilla,Huancavelica,choclo,transitorio,Ene,32.0,2334.08,propia
Riego,Huancavelica,choclo,transitorio,Ene,32.0,56.59,propia
Abono orgánico,Huancavelica,choclo,transitorio,Ene,32.0,1926.45,propia
Fertilizante,Huancavelica,choclo,transitorio,Feb,53.0,10452.39,propia
Fitosanitario,Huancavelica,choclo,transitorio,Feb,53.0,4511.8,propia
Semilla,Huancavelica,choclo,transitorio,Feb,53.0,3865.81,propia
Riego,Huancavelica,choclo,transitorio,Feb,53.0,93.73,propia
Abono orgánico,Huancavelica,choclo,transitorio,Feb,53.0,3190.69,propia
Fertilizante,Huancavelica,choclo,transitorio,Mar,40.0,7888.6,propia
Fitosanitario,Huancavelica,choclo,transitorio,Mar,40.0,3405.14,propia
Semilla,Huancavelica,choclo,transitorio,Mar,40.0,2917.59,propia
Riego,Huancavelica,choclo,transitorio,Mar,40.0,70.74,propia
Abono orgánico,Huancavelica,choclo,transitorio,Mar,40.0,2408.07,propia
Fertilizante,Huancavelica,choclo,transitorio,Abr,32.0,6310.88,propia
Fitosanitario,Huancavelica,choclo,transitorio,Abr,32.0,2724.11,propia
Semilla,Huancavelica,choclo,transitorio,Abr,32.0,2334.08,propia
Riego,Huancavelica,choclo,transitorio,Abr,32.0,56.59,propia
Abono orgánico,Huancavelica,choclo,transitorio,Abr,32.0,1926.45,propia
Fertilizante,Huancavelica,choclo,transitorio,May,39.0,7691.38,propia
Fitosanitario,Huancavelica,choclo,transitorio,May,39.0,3320.01,propia
Semilla,Huancavelica,choclo,transitorio,May,39.0,2844.65,propia
Riego,Huancavelica,choclo,transitorio,May,39.0,68.97,propia
Abono orgánico,Huancavelica,choclo,transitorio,May,39.0,2347.87,propia
Fertilizante,Huancavelica,choclo,transitorio,Jun,7.0,1380.5,propia
Fitosanitario,Huancavelica,choclo,transitorio,Jun,7.0,595.9,propia
Semilla,Huancavelica,choclo,transitorio,Jun,7.0,510.58,propia
Riego,Huancavelica,choclo,transitorio,Jun,7.0,12.38,propia
Abono orgánico,Huancavelica,choclo,transitorio,Jun,7.0,421.41,propia
Fertilizante,Huánuco,choclo,transitorio,Ago,90.5,17847.95,propia
Fitosanitario,Huánuco,choclo,transitorio,Ago,90.5,7704.12,propia
Semilla,Huánuco,choclo,transitorio,Ago,90.5,6601.06,propia
Riego,Huánuco,choclo,transitorio,Ago,90.5,160.05,propia
Abono orgánico,Huánuco,choclo,transitorio,Ago,90.5,5448.25,propia
Fertilizante,Huánuco,choclo,transitorio,Set,273.75,53987.57,propia
Fitosanitario,Huánuco,choclo,transitorio,Set,273.75,23303.89,propia
Semilla,Huánuco,choclo,transitorio,Set,273.75,19967.29,propia
Riego,Huánuco,choclo,transitorio,Set,273.75,484.13,propia
Abono orgánico,Huánuco,choclo,transitorio,Set,273.75,16480.21,propia
Fertilizante,Huánuco,choclo,transitorio,Oct,280.5,55318.77,propia
Fitosanitario,Huánuco,choclo,transitorio,Oct,280.5,23878.51,propia
Semilla,Huánuco,choclo,transitorio,Oct,280.5,20459.63,propia
Riego,Huánuco,choclo,transitorio,Oct,280.5,496.07,propia
Abono orgánico,Huánuco,choclo,transitorio,Oct,280.5,16886.57,propia
Fertilizante,Huánuco,choclo,transitorio,Nov,117.0,23074.14,propia
Fitosanitario,Huánuco,choclo,transitorio,Nov,117.0,9960.02,propia
Semilla,Huánuco,choclo,transitorio,Nov,117.0,8533.96,propia
Riego,Huánuco,choclo,transitorio,Nov,117.0,206.92,propia
Abono orgánico,Huánuco,choclo,transitorio,Nov,117.0,7043.6,propia
Fertilizante,Huánuco,choclo,transitorio,Dic,102.0,20115.92,propia
Fitosanitario,Huánuco,choclo,transitorio,Dic,102.0,8683.09,propia
Semilla,Huánuco,choclo,transitorio,Dic,102.0,7439.87,propia
Riego,Huánuco,choclo,transitorio,Dic,102.0,180.39,propia
Abono orgánico,Huánuco,choclo,transitorio,Dic,102.0,6140.57,propia
Fertilizante,Huánuco,choclo,transitorio,Ene,71.0,14002.26,propia
Fitosanitario,Huánuco,choclo,transitorio,Ene,71.0,6044.11,propia
Semilla,Huánuco,choclo,transitorio,Ene,71.0,5178.73,propia
Riego,Huánuco,choclo,transitorio,Ene,71.0,125.57,propia
Abono orgánico,Huánuco,choclo,transitorio,Ene,71.0,4274.32,propia
Fertilizante,Huánuco,choclo,transitorio,Feb,31.0,6113.66,propia
Fitosanitario,Huánuco,choclo,transitorio,Feb,31.0,2638.98,propia
Semilla,Huánuco,choclo,transitorio,Feb,31.0,2261.14,propia
Riego,Huánuco,choclo,transitorio,Feb,31.0,54.82,propia
Abono orgánico,Huánuco,choclo,transitorio,Feb,31.0,1866.25,propia
Fertilizante,Huánuco,choclo,transitorio,Mar,23.0,4535.94,propia
Fitosanitario,Huánuco,choclo,transitorio,Mar,23.0,1957.95,propia
Semilla,Huánuco,choclo,transitorio,Mar,23.0,1677.62,propia
Riego,Huánuco,choclo,transitorio,Mar,23.0,40.68,propia
Abono orgánico,Huánuco,choclo,transitorio,Mar,23.0,1384.64,propia
Fertilizante,Huánuco,choclo,transitorio,Abr,19.0,3747.08,propia
Fitosanitario,Huánuco,choclo,transitorio,Abr,19.0,1617.44,propia
Semilla,Huánuco,choclo,transitorio,Abr,19.0,1385.86,propia
Riego,Huánuco,choclo,transitorio,Abr,19.0,33.6,propia
Abono orgánico,Huánuco,choclo,transitorio,Abr,19.0,1143.83,propia
Fertilizante,Huánuco,choclo,transitorio,May,5.0,986.07,propia
Fitosanitario,Huánuco,choclo,transitorio,May,5.0,425.64,propia
Semilla,Huánuco,choclo,transitorio,May,5.0,364.7,propia
Riego,Huánuco,choclo,transitorio,May,5.0,8.84,propia
Abono orgánico,Huánuco,choclo,transitorio,May,5.0,301.01,propia
Fertilizante,Huánuco,choclo,transitorio,Jun,24.0,4733.16,propia
Fitosanitario,Huánuco,choclo,transitorio,Jun,24.0,2043.08,propia
Semilla,Huánuco,choclo,transitorio,Jun,24.0,1750.56,propia
Riego,Huánuco,choclo,transitorio,Jun,24.0,42.44,propia
Abono orgánico,Huánuco,choclo,transitorio,Jun,24.0,1444.84,propia
Fertilizante,Huánuco,choclo,transitorio,Jul,58.0,11438.46,propia
Fitosanitario,Huánuco,choclo,transitorio,Jul,58.0,4937.45,propia
Semilla,Huánuco,choclo,transitorio,Jul,58.0,4230.51,propia
Riego,Huánuco,choclo,transitorio,Jul,58.0,102.57,propia
Abono orgánico,Huánuco,choclo,transitorio,Jul,58.0,3491.7,propia
Fertilizante,Ica,choclo,transitorio,Set,3.0,591.64,propia
Fitosanitario,Ica,choclo,transitorio,Set,3.0,255.39,propia
Semilla,Ica,choclo,transitorio,Set,3.0,218.82,propia
Riego,Ica,choclo,transitorio,Set,3.0,5.31,propia
Abono orgánico,Ica,choclo,transitorio,Set,3.0,180.61,propia
Fertilizante,Ica,choclo,transitorio,Oct,2.0,394.43,propia
Fitosanitario,Ica,choclo,transitorio,Oct,2.0,170.26,propia
Semilla,Ica,choclo,transitorio,Oct,2.0,145.88,propia
Riego,Ica,choclo,transitorio,Oct,2.0,3.54,propia
Abono orgánico,Ica,choclo,transitorio,Oct,2.0,120.4,propia
Fertilizante,Ica,choclo,transitorio,Dic,2.0,394.43,propia
Fitosanitario,Ica,choclo,transitorio,Dic,2.0,170.26,propia
Semilla,Ica,choclo,transitorio,Dic,2.0,145.88,propia
Riego,Ica,choclo,transitorio,Dic,2.0,3.54,propia
Abono orgánico,Ica,choclo,transitorio,Dic,2.0,120.4,propia
Fertilizante,Ica,choclo,transitorio,Feb,12.0,2366.58,propia
Fitosanitario,Ica,choclo,transitorio,Feb,12.0,1021.54,propia
Semilla,Ica,choclo,transitorio,Feb,12.0,875.28,propia
Riego,Ica,choclo,transitorio,Feb,12.0,21.22,propia
Abono orgánico,Ica,choclo,transitorio,Feb,12.0,722.42,propia
Fertilizante,Ica,choclo,transitorio,Mar,58.5,11537.07,propia
Fitosanitario,Ica,choclo,transitorio,Mar,58.5,4980.01,propia
Semilla,Ica,choclo,transitorio,Mar,58.5,4266.98,propia
Riego,Ica,choclo,transitorio,Mar,58.5,103.46,propia
Abono orgánico,Ica,choclo,transitorio,Mar,58.5,3521.8,propia
Fertilizante,Ica,choclo,transitorio,Abr,279.0,55022.95,propia
Fitosanitario,Ica,choclo,transitorio,Abr,279.0,23750.82,propia
Semilla,Ica,choclo,transitorio,Abr,279.0,20350.22,propia
Riego,Ica,choclo,transitorio,Abr,279.0,493.42,propia
Abono orgánico,Ica,choclo,transitorio,Abr,279.0,16796.27,propia
Fertilizante,Ica,choclo,transitorio,May,388.0,76519.37,propia
Fitosanitario,Ica,choclo,transitorio,May,388.0,33029.81,propia
Semilla,Ica,choclo,transitorio,May,388.0,28300.67,propia
Riego,Ica,choclo,transitorio,May,388.0,686.19,propia
Abono orgánico,Ica,choclo,transitorio,May,388.0,23358.25,propia
Fertilizante,Ica,choclo,transitorio,Jun,640.5,126316.13,propia
Fitosanitario,Ica,choclo,transitorio,Jun,640.5,54524.73,propia
Semilla,Ica,choclo,transitorio,Jun,640.5,46717.99,propia
Riego,Ica,choclo,transitorio,Jun,640.5,1132.74,propia
Abono orgánico,Ica,choclo,transitorio,Jun,640.5,38559.18,propia
Fertilizante,Ica,choclo,transitorio,Jul,45.0,8874.67,propia
Fitosanitario,Ica,choclo,transitorio,Jul,45.0,3830.78,propia
Semilla,Ica,choclo,transitorio,Jul,45.0,3282.29,propia
Riego,Ica,choclo,transitorio,Jul,45.0,79.58,propia
Abono orgánico,Ica,choclo,transitorio,Jul,45.0,2709.08,propia
Fertilizante,Junín,choclo,transitorio,Ago,1387.0,273537.03,propia
Fitosanitario,Junín,choclo,transitorio,Ago,1387.0,118073.06,propia
Semilla,Junín,choclo,transitorio,Ago,1387.0,101167.6,propia
Riego,Junín,choclo,transitorio,Ago,1387.0,2452.95,propia
Abono orgánico,Junín,choclo,transitorio,Ago,1387.0,83499.73,propia
Fertilizante,Junín,choclo,transitorio,Set,3147.0,620635.21,propia
Fitosanitario,Junín,choclo,transitorio,Set,3147.0,267899.01,propia
Semilla,Junín,choclo,transitorio,Set,3147.0,229541.77,propia
Riego,Junín,choclo,transitorio,Set,3147.0,5565.56,propia
Abono orgánico,Junín,choclo,transitorio,Set,3147.0,189454.69,propia
Fertilizante,Junín,choclo,transitorio,Oct,1744.0,343942.74,propia
Fitosanitario,Junín,choclo,transitorio,Oct,1744.0,148463.89,propia
Semilla,Junín,choclo,transitorio,Oct,1744.0,127207.13,propia
Riego,Junín,choclo,transitorio,Oct,1744.0,3084.31,propia
Abono orgánico,Junín,choclo,transitorio,Oct,1744.0,104991.73,propia
Fertilizante,Junín,choclo,transitorio,Nov,230.0,45359.42,propia
Fitosanitario,Junín,choclo,transitorio,Nov,230.0,19579.53,propia
Semilla,Junín,choclo,transitorio,Nov,230.0,16776.17,propia
Riego,Junín,choclo,transitorio,Nov,230.0,406.76,propia
Abono orgánico,Junín,choclo,transitorio,Nov,230.0,13846.39,propia
Fertilizante,Junín,choclo,transitorio,Feb,10.0,1972.15,propia
Fitosanitario,Junín,choclo,transitorio,Feb,10.0,851.28,propia
Semilla,Junín,choclo,transitorio,Feb,10.0,729.4,propia
Riego,Junín,choclo,transitorio,Feb,10.0,17.69,propia
Abono orgánico,Junín,choclo,transitorio,Feb,10.0,602.02,propia
Fertilizante,Junín,choclo,transitorio,Mar,52.0,10255.17,propia
Fitosanitario,Junín,choclo,transitorio,Mar,52.0,4426.68,propia
Semilla,Junín,choclo,transitorio,Mar,52.0,3792.87,propia
Riego,Junín,choclo,transitorio,Mar,52.0,91.96,propia
Abono orgánico,Junín,choclo,transitorio,Mar,52.0,3130.49,propia
Fertilizante,Junín,choclo,transitorio,Abr,15.0,2958.22,propia
Fitosanitario,Junín,choclo,transitorio,Abr,15.0,1276.93,propia
Semilla,Junín,choclo,transitorio,Abr,15.0,1094.1,propia
Riego,Junín,choclo,transitorio,Abr,15.0,26.53,propia
Abono orgánico,Junín,choclo,transitorio,Abr,15.0,903.03,propia
Fertilizante,Junín,choclo,transitorio,May,9.0,1774.93,propia
Fitosanitario,Junín,choclo,transitorio,May,9.0,766.16,propia
Semilla,Junín,choclo,transitorio,May,9.0,656.46,propia
Riego,Junín,choclo,transitorio,May,9.0,15.92,propia
Abono orgánico,Junín,choclo,transitorio,May,9.0,541.82,propia
Fertilizante,Junín,choclo,transitorio,Jun,48.0,9466.31,propia
Fitosanitario,Junín,choclo,transitorio,Jun,48.0,4086.16,propia
Semilla,Junín,choclo,transitorio,Jun,48.0,3501.11,propia
Riego,Junín,choclo,transitorio,Jun,48.0,84.89,propia
Abono orgánico,Junín,choclo,transitorio,Jun,48.0,2889.68,propia
Fertilizante,Junín,choclo,transitorio,Jul,332.0,65475.34,propia
Fitosanitario,Junín,choclo,transitorio,Jul,332.0,28262.62,propia
Semilla,Junín,choclo,transitorio,Jul,332.0,24216.04,propia
Riego,Junín,choclo,transitorio,Jul,332.0,587.15,propia
Abono orgánico,Junín,choclo,transitorio,Jul,332.0,19986.96,propia
Fertilizante,La Libertad,choclo,transitorio,Ago,18.0,3549.87,propia
Fitosanitario,La Libertad,choclo,transitorio,Ago,18.0,1532.31,propia
Semilla,La Libertad,choclo,transitorio,Ago,18.0,1312.92,propia
Riego,La Libertad,choclo,transitorio,Ago,18.0,31.83,propia
Abono orgánico,La Libertad,choclo,transitorio,Ago,18.0,1083.63,propia
Fertilizante,La Libertad,choclo,transitorio,Set,33.0,6508.09,propia
Fitosanitario,La Libertad,choclo,transitorio,Set,33.0,2809.24,propia
Semilla,La Libertad,choclo,transitorio,Set,33.0,2407.02,propia
Riego,La Libertad,choclo,transitorio,Set,33.0,58.36,propia
Abono orgánico,La Libertad,choclo,transitorio,Set,33.0,1986.66,propia
Fertilizante,La Libertad,choclo,transitorio,Oct,225.0,44373.35,propia
Fitosanitario,La Libertad,choclo,transitorio,Oct,225.0,19153.89,propia
Semilla,La Libertad,choclo,transitorio,Oct,225.0,16411.47,propia
Riego,La Libertad,choclo,transitorio,Oct,225.0,397.92,propia
Abono orgánico,La Libertad,choclo,transitorio,Oct,225.0,13545.38,propia
Fertilizante,La Libertad,choclo,transitorio,Nov,241.0,47528.78,propia
Fitosanitario,La Libertad,choclo,transitorio,Nov,241.0,20515.94,propia
Semilla,La Libertad,choclo,transitorio,Nov,241.0,17578.51,propia
Riego,La Libertad,choclo,transitorio,Nov,241.0,426.22,propia
Abono orgánico,La Libertad,choclo,transitorio,Nov,241.0,14508.61,propia
Fertilizante,La Libertad,choclo,transitorio,Dic,170.5,33625.14,propia
Fitosanitario,La Libertad,choclo,transitorio,Dic,170.5,14514.39,propia
Semilla,La Libertad,choclo,transitorio,Dic,170.5,12436.25,propia
Riego,La Libertad,choclo,transitorio,Dic,170.5,301.53,propia
Abono orgánico,La Libertad,choclo,transitorio,Dic,170.5,10264.39,propia
Fertilizante,La Libertad,choclo,transitorio,Ene,200.5,39541.58,propia
Fitosanitario,La Libertad,choclo,transitorio,Ene,200.5,17068.24,propia
Semilla,La Libertad,choclo,transitorio,Ene,200.5,14624.44,propia
Riego,La Libertad,choclo,transitorio,Ene,200.5,354.59,propia
Abono orgánico,La Libertad,choclo,transitorio,Ene,200.5,12070.44,propia
Fertilizante,La Libertad,choclo,transitorio,Feb,17.0,3352.65,propia
Fitosanitario,La Libertad,choclo,transitorio,Feb,17.0,1447.18,propia
Semilla,La Libertad,choclo,transitorio,Feb,17.0,1239.98,propia
Riego,La Libertad,choclo,transitorio,Feb,17.0,30.06,propia
Abono orgánico,La Libertad,choclo,transitorio,Feb,17.0,1023.43,propia
Fertilizante,La Libertad,choclo,transitorio,Mar,5.5,1084.68,propia
Fitosanitario,La Libertad,choclo,transitorio,Mar,5.5,468.21,propia
Semilla,La Libertad,choclo,transitorio,Mar,5.5,401.17,propia
Riego,La Libertad,choclo,transitorio,Mar,5.5,9.73,propia
Abono orgánico,La Libertad,choclo,transitorio,Mar,5.5,331.11,propia
Fertilizante,La Libertad,choclo,transitorio,Abr,8.0,1577.72,propia
Fitosanitario,La Libertad,choclo,transitorio,Abr,8.0,681.03,propia
Semilla,La Libertad,choclo,transitorio,Abr,8.0,583.52,propia
Riego,La Libertad,choclo,transitorio,Abr,8.0,14.15,propia
Abono orgánico,La Libertad,choclo,transitorio,Abr,8.0,481.61,propia
Fertilizante,La Libertad,choclo,transitorio,May,18.0,3549.87,propia
Fitosanitario,La Libertad,choclo,transitorio,May,18.0,1532.31,propia
Semilla,La Libertad,choclo,transitorio,May,18.0,1312.92,propia
Riego,La Libertad,choclo,transitorio,May,18.0,31.83,propia
Abono orgánico,La Libertad,choclo,transitorio,May,18.0,1083.63,propia
Fertilizante,La Libertad,choclo,transitorio,Jun,2.0,394.43,propia
Fitosanitario,La Libertad,choclo,transitorio,Jun,2.0,170.26,propia
Semilla,La Libertad,choclo,transitorio,Jun,2.0,145.88,propia
Riego,La Libertad,choclo,transitorio,Jun,2.0,3.54,propia
Abono orgánico,La Libertad,choclo,transitorio,Jun,2.0,120.4,propia
Fertilizante,Lambayeque,choclo,transitorio,Ago,399.0,78688.74,propia
Fitosanitario,Lambayeque,choclo,transitorio,Ago,399.0,33966.22,propia
Semilla,Lambayeque,choclo,transitorio,Ago,399.0,29103.01,propia
Riego,Lambayeque,choclo,transitorio,Ago,399.0,705.64,propia
Abono orgánico,Lambayeque,choclo,transitorio,Ago,399.0,24020.47,propia
Fertilizante,Lambayeque,choclo,transitorio,Set,132.0,26032.36,propia
Fitosanitario,Lambayeque,choclo,transitorio,Set,132.0,11236.95,propia
Semilla,Lambayeque,choclo,transitorio,Set,132.0,9628.06,propia
Riego,Lambayeque,choclo,transitorio,Set,132.0,233.45,propia
Abono orgánico,Lambayeque,choclo,transitorio,Set,132.0,7946.62,propia
Fertilizante,Lambayeque,choclo,transitorio,Oct,208.0,41020.69,propia
Fitosanitario,Lambayeque,choclo,transitorio,Oct,208.0,17706.7,propia
Semilla,Lambayeque,choclo,transitorio,Oct,208.0,15171.49,propia
Riego,Lambayeque,choclo,transitorio,Oct,208.0,367.85,propia
Abono orgánico,Lambayeque,choclo,transitorio,Oct,208.0,12521.95,propia
Fertilizante,Lambayeque,choclo,transitorio,Nov,142.0,28004.51,propia
Fitosanitario,Lambayeque,choclo,transitorio,Nov,142.0,12088.23,propia
Semilla,Lambayeque,choclo,transitorio,Nov,142.0,10357.46,propia
Riego,Lambayeque,choclo,transitorio,Nov,142.0,251.13,propia
Abono orgánico,Lambayeque,choclo,transitorio,Nov,142.0,8548.64,propia
Fertilizante,Lambayeque,choclo,transitorio,Dic,146.0,28793.37,propia
Fitosanitario,Lambayeque,choclo,transitorio,Dic,146.0,12428.74,propia
Semilla,Lambayeque,choclo,transitorio,Dic,146.0,10649.22,propia
Riego,Lambayeque,choclo,transitorio,Dic,146.0,258.21,propia
Abono orgánico,Lambayeque,choclo,transitorio,Dic,146.0,8789.45,propia
Fertilizante,Lambayeque,choclo,transitorio,Ene,437.0,86182.9,propia
Fitosanitario,Lambayeque,choclo,transitorio,Ene,437.0,37201.1,propia
Semilla,Lambayeque,choclo,transitorio,Ene,437.0,31874.72,propia
Riego,Lambayeque,choclo,transitorio,Ene,437.0,772.85,propia
Abono orgánico,Lambayeque,choclo,transitorio,Ene,437.0,26308.13,propia
Fertilizante,Lambayeque,choclo,transitorio,Feb,450.0,88746.69,propia
Fitosanitario,Lambayeque,choclo,transitorio,Feb,450.0,38307.77,propia
Semilla,Lambayeque,choclo,transitorio,Feb,450.0,32822.94,propia
Riego,Lambayeque,choclo,transitorio,Feb,450.0,795.84,propia
Abono orgánico,Lambayeque,choclo,transitorio,Feb,450.0,27090.76,propia
Fertilizante,Lambayeque,choclo,transitorio,Mar,310.0,61136.61,propia
Fitosanitario,Lambayeque,choclo,transitorio,Mar,310.0,26389.8,propia
Semilla,Lambayeque,choclo,transitorio,Mar,310.0,22611.36,propia
Riego,Lambayeque,choclo,transitorio,Mar,310.0,548.24,propia
Abono orgánico,Lambayeque,choclo,transitorio,Mar,310.0,18662.52,propia
Fertilizante,Lambayeque,choclo,transitorio,Abr,100.0,19721.49,propia
Fitosanitario,Lambayeque,choclo,transitorio,Abr,100.0,8512.84,propia
Semilla,Lambayeque,choclo,transitorio,Abr,100.0,7293.99,propia
Riego,Lambayeque,choclo,transitorio,Abr,100.0,176.85,propia
Abono orgánico,Lambayeque,choclo,transitorio,Abr,100.0,6020.17,propia
Fertilizante,Lambayeque,choclo,transitorio,May,401.0,79083.16,propia
Fitosanitario,Lambayeque,choclo,transitorio,May,401.0,34136.48,propia
Semilla,Lambayeque,choclo,transitorio,May,401.0,29248.89,propia
Riego,Lambayeque,choclo,transitorio,May,401.0,709.18,propia
Abono orgánico,Lambayeque,choclo,transitorio,May,401.0,24140.87,propia
Fertilizante,Lambayeque,choclo,transitorio,Jun,412.0,81252.53,propia
Fitosanitario,Lambayeque,choclo,transitorio,Jun,412.0,35072.89,propia
Semilla,Lambayeque,choclo,transitorio,Jun,412.0,30051.23,propia
Riego,Lambayeque,choclo,transitorio,Jun,412.0,728.63,propia
Abono orgánico,Lambayeque,choclo,transitorio,Jun,412.0,24803.09,propia
Fertilizante,Lambayeque,choclo,transitorio,Jul,300.0,59164.46,propia
Fitosanitario,Lambayeque,choclo,transitorio,Jul,300.0,25538.51,propia
Semilla,Lambayeque,choclo,transitorio,Jul,300.0,21881.96,propia
